wave,year,happening,cause_recoded,sci_consensus,worry,harm_personally,harm_US,harm_dev_countries,harm_future_gen,harm_plants_animals,when_harm_US,reg_CO2_pollutant,reg_utilities,fund_research,discuss_GW,gender,age_category,educ_category,income_category,race,party_x_ideo,region4,employment,happening_cont,worry_cont,happening_labels,age_category_labels,educ_category_labels,income_category_labels
9,2013,3,natural,happening,3,2,4,4,4,4,5,4,4,4,2,male,2,4,2,white non hisp,moderate democrate,northeast,Working –as a paid employee,2.665636994224645,3.051520381642638,yes,35-54,bachelor or higher,50000-99999
9,2013,3,natural and human,happening,2,2,2,2,4,2,2,3,4,4,2,female,3,3,2,white non hisp,conservative republican,midwest,Working –as a paid employee,3.2867321921327988,2.9078962303808966,yes,55+,college,50000-99999
9,2013,3,natural and human,dont know,3,3,4,3,4,4,4,3,4,4,2,female,2,2,1,white non hisp,no interest,midwest,Working –as a paid employee,2.567836873734278,3.615108383737091,yes,35-54,highschool,less 50000
9,2013,3,natural and human,happening,2,1,2,2,2,2,4,3,2,4,2,male,3,3,2,hisp,independent,south,Not working –retired,2.6843539950378474,1.7902216192074714,yes,55+,college,50000-99999
9,2013,2,natural,happening,2,2,2,2,2,2,2,2,2,2,1,female,2,4,3,white non hisp,conservative republican,midwest,Working –as a paid employee,2.589991490338463,1.6763701594496927,dont know,35-54,bachelor or higher,more 100000
9,2013,3,natural and human,happening,3,3,3,4,4,4,5,4,3,4,3,male,2,3,2,hisp,moderate democrate,west,Working –as a paid employee,2.974878743684361,2.8852290358069816,yes,35-54,college,50000-99999
9,2013,3,natural and human,happening,4,4,4,4,4,4,6,4,1,3,3,female,3,1,1,white non hisp,moderate democrate,midwest,Working –as a paid employee,2.0201997624039727,3.8426866634237133,yes,55+,no highschool,less 50000
9,2013,1,natural,happening,1,1,1,1,1,1,1,1,2,2,2,female,2,4,2,white non hisp,conservative republican,northeast,Working –as a paid employee,1.7124220057960091,0.9387921584495185,no,35-54,bachelor or higher,50000-99999
9,2013,2,natural,dont know,3,4,4,4,4,4,6,3,3,3,1,female,1,1,1,hisp,no interest,south,Not working –looking,1.9319426788309733,2.9060622707522294,dont know,18-34,no highschool,less 50000
9,2013,3,natural,happening,3,2,3,3,3,3,5,2,2,2,1,male,3,2,3,white non hisp,no interest,northeast,Working –as a paid employee,3.3646534709853286,3.1817076178613988,yes,55+,highschool,more 100000
9,2013,3,natural and human,dont know,3,4,4,4,4,4,5,4,4,4,1,female,3,2,2,white non hisp,no interest,south,Not working –other,3.977348304823528,3.0311619437101815,yes,55+,highschool,50000-99999
9,2013,1,other,disagreement,1,1,2,1,2,2,2,2,1,2,1,male,3,3,2,white non hisp,conservative republican,midwest,Working –as a paid employee,0.42546069926810015,1.3231670309654753,no,55+,college,50000-99999
9,2013,3,natural and human,happening,2,2,2,2,3,3,6,4,4,4,1,male,3,4,1,white non hisp,moderate democrate,south,Not working –disabled,3.5733159933910734,2.952607851639571,yes,55+,bachelor or higher,less 50000
9,2013,3,natural,happening,2,2,3,4,4,4,6,1,1,4,3,male,2,3,1,white non hisp,moderate democrate,midwest,Not working –disabled,3.115164588227391,1.360133455960765,yes,35-54,college,less 50000
9,2013,1,other,disagreement,1,1,1,4,2,2,1,2,1,3,1,male,3,3,1,white non hisp,moderate republican,midwest,Not working –disabled,0.8868389460989781,0.7231605175039029,no,55+,college,less 50000
9,2013,3,natural,happening,3,2,1,4,4,4,3,4,4,3,1,male,2,2,1,black non hisp,no interest,northeast,Not working –looking,2.4922587333953157,3.1500497096545614,yes,35-54,highschool,less 50000
9,2013,2,natural,disagreement,1,1,1,1,1,1,1,1,1,3,2,male,2,4,2,white non hisp,conservative republican,south,Working –as a paid employee,2.1966244947784137,1.885585662071565,dont know,35-54,bachelor or higher,50000-99999
9,2013,3,natural,dont know,2,1,1,1,1,1,2,2,2,3,2,female,3,2,1,white non hisp,conservative republican,northeast,Not working –retired,3.2112982486429003,1.8240877402400573,yes,55+,highschool,less 50000
9,2013,3,natural,happening,3,2,4,4,4,4,3,2,4,4,1,male,1,3,2,white non hisp,liberal democrat,south,Not working –temporary,2.75348529578606,2.7828614678817787,yes,18-34,college,50000-99999
9,2013,3,natural and human,happening,4,2,4,4,4,4,6,4,4,4,3,male,3,4,3,white non hisp,liberal democrat,northeast,Working –self-employe,2.596945564427812,4.784344783031187,yes,55+,bachelor or higher,more 100000
9,2013,3,natural and human,happening,3,3,3,4,4,4,6,-1,-1,-1,2,female,2,2,1,black non hisp,no interest,midwest,Working –as a paid employee,3.032399632714722,2.8650621109971186,yes,35-54,highschool,less 50000
9,2013,3,natural,disagreement,4,3,3,3,4,4,6,3,3,3,1,female,2,3,2,white non hisp,no interest,northeast,Not working –other,2.539581262831031,4.882624785559845,yes,35-54,college,50000-99999
9,2013,3,natural,disagreement,3,3,4,4,4,4,4,3,-1,3,2,male,3,2,1,white non hisp,moderate democrate,west,Not working –retired,2.7762755796699623,2.947294621577154,yes,55+,highschool,less 50000
9,2013,3,natural and human,happening,4,3,4,4,4,4,6,4,4,4,3,male,3,3,2,white non hisp,liberal democrat,midwest,Not working –retired,3.3872330630343916,4.272539322726387,yes,55+,college,50000-99999
9,2013,3,natural and human,happening,3,4,4,4,4,4,5,2,2,2,2,female,1,3,1,white non hisp,moderate democrate,south,Working –as a paid employee,2.7244612142635067,2.9154156771981237,yes,18-34,college,less 50000
9,2013,3,natural and human,dont know,3,4,4,4,4,4,6,3,3,3,2,female,3,3,2,white non hisp,moderate democrate,midwest,Working –as a paid employee,2.2345198263782518,3.173206176329068,yes,55+,college,50000-99999
9,2013,2,natural and human,dont know,2,2,2,2,2,2,2,2,2,2,2,male,3,2,2,white non hisp,conservative republican,northeast,Not working –retired,2.914935520417015,2.6869752408738785,dont know,55+,highschool,50000-99999
9,2013,3,natural,disagreement,4,2,3,2,4,4,5,1,3,2,2,female,3,2,1,hisp,moderate democrate,west,Not working –retired,3.47663932664957,3.164911417692939,yes,55+,highschool,less 50000
9,2013,1,not happening,not happening,1,1,1,1,1,1,1,1,1,1,1,female,3,4,1,white non hisp,conservative republican,west,Working –self-employe,0.5147888200713833,2.0268134192680574,no,55+,bachelor or higher,less 50000
9,2013,3,natural and human,disagreement,2,2,3,3,4,3,6,3,2,3,2,male,3,2,2,white non hisp,conservative republican,midwest,Working –self-employe,2.8524205952310444,2.901212934869559,yes,55+,highschool,50000-99999
9,2013,2,natural and human,disagreement,2,3,4,4,4,4,3,3,3,2,1,male,3,2,1,white non hisp,conservative republican,northeast,Not working –disabled,1.7204313490568153,1.8738962609043732,dont know,55+,highschool,less 50000
9,2013,1,natural and human,happening,2,1,2,2,3,3,2,3,3,3,2,female,1,4,3,white non hisp,conservative republican,midwest,Working –as a paid employee,0.7811076210481358,1.206603422549462,no,18-34,bachelor or higher,more 100000
9,2013,2,natural,dont know,2,2,2,2,2,2,1,3,3,3,3,female,3,3,1,white non hisp,conservative republican,midwest,Not working –retired,1.9819422664709674,2.388213121205462,dont know,55+,college,less 50000
9,2013,2,natural,not happening,1,1,1,1,1,1,1,1,1,1,4,male,3,2,1,other non hisp,conservative republican,midwest,Working –self-employe,1.725656697858222,1.387643723292837,dont know,55+,highschool,less 50000
9,2013,3,natural and human,happening,4,3,3,4,4,4,5,3,4,4,3,male,3,4,2,white non hisp,liberal democrat,west,Not working –retired,2.62640999664302,3.6537431605160493,yes,55+,bachelor or higher,50000-99999
9,2013,3,other,happening,2,1,3,2,4,3,4,3,3,3,2,male,3,2,1,white non hisp,moderate democrate,northeast,Not working –retired,2.9189552630122724,1.3006609617619187,yes,55+,highschool,less 50000
9,2013,3,natural and human,happening,2,3,2,2,3,3,6,4,3,4,3,male,3,1,1,white non hisp,moderate democrate,west,Not working –retired,3.3407867695169995,2.003429082889152,yes,55+,no highschool,less 50000
9,2013,3,natural and human,happening,4,3,4,3,4,4,4,4,3,4,3,male,2,4,3,other non hisp,liberal democrat,south,Working –as a paid employee,3.0938214465329152,4.602962385293395,yes,35-54,bachelor or higher,more 100000
9,2013,1,other,disagreement,2,1,2,2,2,2,1,1,1,2,1,male,3,2,1,white non hisp,moderate republican,midwest,Working –as a paid employee,0.6958260005921335,2.313323232503335,no,55+,highschool,less 50000
9,2013,2,natural,disagreement,1,1,1,1,1,1,1,1,1,3,1,female,3,4,2,white non hisp,refused,midwest,Not working –disabled,1.4171909929392328,0.475279278386162,dont know,55+,bachelor or higher,50000-99999
9,2013,1,natural,disagreement,1,1,1,1,2,2,2,2,2,3,1,male,1,2,1,white non hisp,conservative republican,midwest,Working –as a paid employee,0.5155767761510928,0.7757134716542246,no,18-34,highschool,less 50000
9,2013,3,natural and human,happening,3,3,3,4,4,4,6,3,3,3,2,female,2,4,3,white non hisp,liberal democrat,midwest,Working –as a paid employee,1.964303861373607,3.5965159318472937,yes,35-54,bachelor or higher,more 100000
9,2013,1,natural,happening,3,3,3,3,3,3,6,3,3,3,2,male,2,2,3,hisp,independent,south,Working –self-employe,0.8650786438165307,3.103276782275174,no,35-54,highschool,more 100000
9,2013,1,natural,not happening,2,1,1,1,1,1,1,2,3,3,1,male,1,3,3,hisp,moderate democrate,northeast,Working –self-employe,1.2957645591793896,2.7702031611022804,no,18-34,college,more 100000
9,2013,3,natural and human,happening,4,4,4,4,4,4,6,4,1,1,3,female,3,3,2,black non hisp,moderate democrate,west,Not working –retired,3.148036721622828,2.8314043403136075,yes,55+,college,50000-99999
9,2013,3,natural and human,happening,4,4,4,4,4,4,5,3,2,3,1,male,2,3,1,hisp,no interest,midwest,Working –as a paid employee,2.7132111210579373,3.9853985672442094,yes,35-54,college,less 50000
9,2013,1,natural,disagreement,2,1,1,1,1,1,2,1,1,1,1,male,2,2,1,white non hisp,conservative republican,south,Working –as a paid employee,0.9080983521935692,1.8076049422219673,no,35-54,highschool,less 50000
9,2013,3,human,disagreement,2,2,3,4,4,4,4,4,4,3,1,male,2,2,2,white non hisp,independent,midwest,Working –as a paid employee,2.683793137297063,1.8516365128416397,yes,35-54,highschool,50000-99999
9,2013,1,natural,dont know,2,2,2,2,3,3,3,2,2,2,1,female,2,4,3,white non hisp,independent,south,Working –as a paid employee,1.3011325681861605,1.8652123320928593,no,35-54,bachelor or higher,more 100000
9,2013,3,natural and human,disagreement,4,3,4,4,4,4,4,4,4,4,3,male,3,1,1,hisp,moderate democrate,west,Not working –retired,3.5929064181502293,5.095762909231377,yes,55+,no highschool,less 50000
9,2013,3,natural and human,disagreement,3,3,3,4,4,4,3,3,3,4,2,male,2,4,3,white non hisp,moderate republican,northeast,Working –as a paid employee,3.09349745846945,3.6145093148273206,yes,35-54,bachelor or higher,more 100000
9,2013,2,human,dont know,3,2,2,2,4,4,3,2,2,1,2,female,1,2,2,white non hisp,liberal democrat,midwest,Working –as a paid employee,1.705322889722841,3.4897028010202717,dont know,18-34,highschool,50000-99999
9,2013,3,natural,happening,2,2,2,2,3,2,4,2,2,3,2,male,3,3,2,white non hisp,liberal democrat,west,Not working –retired,3.674503638769191,2.011156045674311,yes,55+,college,50000-99999
9,2013,3,natural and human,happening,1,2,3,4,3,3,6,4,1,4,1,male,2,1,1,other non hisp,liberal democrat,midwest,Not working –disabled,2.029844461468695,1.1325774882440496,yes,35-54,no highschool,less 50000
9,2013,3,natural,happening,3,2,3,3,3,3,5,2,2,2,2,female,2,4,3,hisp,liberal democrat,northeast,Working –as a paid employee,3.4921457855380664,2.1772637560478847,yes,35-54,bachelor or higher,more 100000
9,2013,1,not happening,disagreement,1,1,1,1,1,1,1,1,1,1,2,female,2,2,2,white non hisp,independent,midwest,Not working –retired,0.9859437783715335,1.4110516976280914,no,35-54,highschool,50000-99999
9,2013,3,natural and human,happening,2,2,3,4,4,4,6,3,3,3,1,female,3,4,3,white non hisp,liberal democrat,south,Working –as a paid employee,3.0567032736182065,1.4244035704793057,yes,55+,bachelor or higher,more 100000
9,2013,3,natural,happening,1,2,3,3,3,2,5,1,1,1,1,female,2,2,1,white non hisp,moderate democrate,west,Not working –looking,2.4718672342498538,1.1738466669915117,yes,35-54,highschool,less 50000
9,2013,2,natural and human,disagreement,3,2,3,2,3,2,4,3,3,2,3,male,3,4,2,white non hisp,liberal democrat,northeast,Working –as a paid employee,1.5824392802175284,2.8535824503347715,dont know,55+,bachelor or higher,50000-99999
9,2013,1,natural,not happening,1,1,1,1,1,2,1,1,1,1,3,male,3,4,2,white non hisp,conservative republican,midwest,Not working –retired,0.8111390296759386,1.0375126425314984,no,55+,bachelor or higher,50000-99999
9,2013,1,natural,not happening,2,3,3,3,3,3,2,4,3,4,1,male,3,3,1,white non hisp,moderate democrate,south,Not working –disabled,1.7021844166313005,1.6805962014934377,no,55+,college,less 50000
9,2013,1,other,happening,1,2,3,4,3,4,4,2,2,3,1,female,1,3,3,white non hisp,independent,south,Working –as a paid employee,0.5095113941938965,1.3898373496264256,no,18-34,college,more 100000
9,2013,3,natural and human,happening,3,2,3,4,4,4,4,4,3,4,2,male,3,3,1,white non hisp,liberal democrat,west,Working –as a paid employee,3.5761577366096593,3.030941653660379,yes,55+,college,less 50000
9,2013,3,natural and human,disagreement,3,2,3,3,4,4,6,-1,2,4,2,female,3,2,3,white non hisp,moderate democrate,northeast,Working –as a paid employee,3.4278620510261613,2.241505822847521,yes,55+,highschool,more 100000
9,2013,2,natural and human,dont know,2,0,0,0,3,4,3,3,3,3,1,male,1,1,2,hisp,no interest,west,Not working –looking,1.167320924818736,2.1922914189642553,dont know,18-34,no highschool,50000-99999
9,2013,3,natural and human,dont know,3,4,4,4,4,4,5,3,3,3,1,female,3,2,2,white non hisp,moderate democrate,midwest,Working –as a paid employee,2.2173252959483696,2.6570526153504046,yes,55+,highschool,50000-99999
9,2013,3,human,happening,4,3,3,3,3,3,6,4,3,4,3,female,1,4,1,white non hisp,liberal democrat,west,Working –as a paid employee,3.126920856816119,3.8496671101201145,yes,18-34,bachelor or higher,less 50000
9,2013,1,not happening,disagreement,1,1,1,1,1,1,1,1,1,1,3,male,3,3,2,white non hisp,independent,west,Working –as a paid employee,1.272631396493404,0.19459311109080568,no,55+,college,50000-99999
9,2013,3,natural,dont know,1,2,2,2,2,2,3,2,3,2,1,female,3,3,3,white non hisp,conservative republican,west,Not working –retired,3.5569458125212825,1.3516225931283141,yes,55+,college,more 100000
9,2013,2,natural and human,disagreement,2,2,3,3,3,3,2,2,3,2,1,female,3,4,2,white non hisp,moderate republican,northeast,Working –as a paid employee,2.1488761803475223,1.6661364197883222,dont know,55+,bachelor or higher,50000-99999
9,2013,3,natural and human,happening,3,3,3,3,4,4,6,4,3,3,1,female,2,3,3,white non hisp,liberal democrat,south,Not working –other,3.117394357938779,4.372259443571329,yes,35-54,college,more 100000
9,2013,3,natural,happening,2,2,3,3,3,3,2,3,2,3,2,male,3,2,1,white non hisp,moderate democrate,northeast,Not working –retired,3.2231227215402836,2.073528186323925,yes,55+,highschool,less 50000
9,2013,1,not happening,disagreement,1,1,1,1,1,1,1,1,2,2,1,male,3,2,1,white non hisp,conservative republican,west,Working –self-employe,1.2185142303833456,1.8782035272330158,no,55+,highschool,less 50000
9,2013,3,natural and human,happening,3,2,4,4,4,4,6,4,4,4,3,female,2,3,3,other non hisp,liberal democrat,west,Working –self-employe,3.1216404984128605,3.533497410891064,yes,35-54,college,more 100000
9,2013,2,natural,dont know,1,0,0,0,0,0,6,1,1,1,1,female,3,1,1,black non hisp,no interest,south,Not working –retired,1.45816910384442,1.1821945198264898,dont know,55+,no highschool,less 50000
9,2013,3,other,happening,3,3,3,3,3,3,6,1,2,3,2,female,1,4,1,white non hisp,conservative republican,south,Working –as a paid employee,2.4919587177131484,1.8741483306465652,yes,18-34,bachelor or higher,less 50000
9,2013,3,human,happening,2,2,2,2,2,3,3,2,3,3,2,male,1,4,2,white non hisp,conservative republican,south,Working –as a paid employee,2.645577178688747,1.825905406976565,yes,18-34,bachelor or higher,50000-99999
9,2013,2,natural,disagreement,1,1,1,1,1,1,1,1,1,1,2,female,3,2,1,white non hisp,conservative republican,west,Not working –retired,2.5853297560865154,0.9060521484520057,dont know,55+,highschool,less 50000
9,2013,3,human,dont know,4,4,4,4,4,4,6,3,3,3,3,male,2,2,2,hisp,no interest,midwest,Working –as a paid employee,1.4896891711213458,4.020276758427111,yes,35-54,highschool,50000-99999
9,2013,3,natural,happening,3,2,3,4,4,4,2,3,2,3,3,female,2,4,3,white non hisp,moderate republican,west,Working –as a paid employee,3.0787892838215822,3.4691619540479,yes,35-54,bachelor or higher,more 100000
9,2013,3,natural and human,dont know,3,4,4,4,4,4,6,3,3,3,3,male,2,3,2,hisp,liberal democrat,west,Not working –looking,3.39444111296321,2.956112002130622,yes,35-54,college,50000-99999
9,2013,2,natural,disagreement,1,1,1,1,2,1,2,3,1,2,1,male,1,4,2,white non hisp,conservative republican,west,Working –as a paid employee,2.2777992972020047,0.6008054273129821,dont know,18-34,bachelor or higher,50000-99999
9,2013,3,natural and human,happening,3,4,4,4,4,4,4,3,1,4,1,male,2,2,1,other non hisp,liberal democrat,south,Working –as a paid employee,4.024360625701639,3.345902786367695,yes,35-54,highschool,less 50000
9,2013,3,natural,dont know,4,3,3,4,4,4,6,4,3,4,3,male,3,4,1,white non hisp,moderate democrate,south,Not working –retired,3.0231849127633708,4.240930443266313,yes,55+,bachelor or higher,less 50000
9,2013,2,natural and human,disagreement,2,2,2,2,2,2,2,3,3,3,2,female,2,2,3,white non hisp,conservative republican,west,Working –as a paid employee,1.8423360593177183,1.9552185444586219,dont know,35-54,highschool,more 100000
9,2013,2,natural,disagreement,2,1,2,3,3,3,3,3,3,3,3,female,3,4,3,white non hisp,conservative republican,west,Working –as a paid employee,1.749323914471296,2.8814649585871948,dont know,55+,bachelor or higher,more 100000
